latitude,longitude
51.4776,-0.4752
51.4775,-0.4958
51.4771,-0.5142
51.4763,-0.5333
51.4686,-0.5527
51.4528,-0.5604
51.436,-0.553
51.4179,-0.5315
51.3532,-0.4243
51.326,-0.3806
51.2982,-0.3359
51.2699,-0.2899
51.241,-0.2431
51.2237,-0.2142
51.2139,-0.1793
51.2115,-0.1358
51.2098,-0.0661
51.2085,0.004
51.2071,0.0765
51.2056,0.1847
51.2049,0.2574
51.2041,0.3309
51.2031,0.4026
51.2014,0.4864
51.1997,0.5732
51.1981,0.6638
51.197,0.714
51.1915,0.7709
51.1722,0.8867
51.1668,0.9381
51.164,1.0605
51.1603,1.1559
51.1567,1.2579
51.1535,1.3584
51.1505,1.4514
51.1473,1.551
51.1437,1.6463
51.1402,1.7442
51.1368,1.8375
51.133,1.9388
51.1295,2.0304
51.1243,2.1284
51.1194,2.2042
51.105,2.311
51.0901,2.4239
51.0768,2.525
51.0629,2.6292
51.0488,2.7344
51.0354,2.8352
51.0208,2.9427
51.0059,3.0514
50.9909,3.1598
50.9761,3.2658
50.9606,3.3769
50.9451,3.4873
50.9297,3.5956
50.9142,3.7039
50.8985,3.8123
50.8829,3.9202
50.8674,4.0265
50.851,4.1374
50.8349,4.246
50.8185,4.3559
50.8027,4.4617
50.7863,4.5687
50.7695,4.6792
50.7531,4.7864
50.7375,4.8878
50.7211,4.9933
50.7045,5.0992
50.6874,5.2079
50.6708,5.3125
50.6536,5.4209
50.6371,5.5235
50.6196,5.631
50.6022,5.7383
50.5848,5.8452
50.5669,5.9536
50.5499,6.0561
50.5318,6.1645
50.5142,6.2698
50.4966,6.374
50.4778,6.4843
50.4601,6.5885
50.4421,6.6925
50.4232,6.8017
50.4053,6.9051
50.3867,7.0111
50.3673,7.1215
50.3492,7.2237
50.3295,7.3338
50.311,7.4378
50.2909,7.5486
50.2715,7.6552
50.2522,7.7614
50.2326,7.8681
50.2126,7.9769
50.1924,8.0853
50.1725,8.1915
50.1518,8.3019
50.1318,8.4077
50.1114,8.5152
50.0909,8.6219
50.0703,8.7294
50.0496,8.8361
50.0136,8.9945
49.9893,9.0981
49.9649,9.2054
49.9409,9.3099
49.9169,9.4139
49.8925,9.5198
49.8684,9.6235
49.8436,9.7296
49.8192,9.8333
49.7958,9.9324
49.771,10.0372
49.746,10.1418
49.7211,10.2461
49.6961,10.3497
49.6716,10.4518
49.6463,10.5555
49.6207,10.6604
49.5951,10.7652
49.5708,10.8638
49.5452,10.9666
49.5191,11.0462
49.4831,11.1387
49.4503,11.2273
49.4121,11.3305
49.3765,11.4253
49.3417,11.5179
49.3043,11.6164
49.2679,11.7127
49.2314,11.8084
49.196,11.9012
49.1599,11.9951
49.125,12.0856
49.0886,12.18
49.0526,12.2727
49.0165,12.3653
48.9811,12.456
48.945,12.5479
48.9077,12.6429
48.8713,12.7351
48.8341,12.8291
48.7963,12.9243
48.7607,13.0135
48.7229,13.1049
48.6834,13.1944
48.6434,13.286
48.6053,13.3737
48.5651,13.4664
48.5278,13.5519
48.4884,13.6418
48.4491,13.7313
48.409,13.8225
48.3718,13.9071
48.3324,13.9956
48.2949,14.08
48.2582,14.162
48.219,14.2494
48.1825,14.3312
48.1454,14.4137
48.1073,14.4976
48.0694,14.5813
48.0312,14.6653
47.9929,14.7496
47.9554,14.8315
47.9173,14.9146
47.8792,14.9972
