latitude,longitude
51.4648,-0.4857
51.4648,-0.5027
51.4643,-0.5205
51.4574,-0.5403
51.4424,-0.548
51.4247,-0.5399
51.4091,-0.5204
51.3958,-0.4978
51.3812,-0.4714
51.3701,-0.4426
51.367,-0.4015
51.3676,-0.3537
51.3682,-0.3014
51.3683,-0.229
51.3682,-0.1641
51.3683,-0.0871
51.3687,-0.0028
51.3684,0.086
51.3676,0.1742
51.3662,0.2682
51.3637,0.367
51.3623,0.4529
51.3606,0.5535
51.3582,0.6138
51.3397,0.766
51.3277,0.865
51.3155,0.965
51.3025,1.0699
51.2888,1.1792
51.2764,1.2769
51.2628,1.385
51.2486,1.4961
51.2381,1.5766
51.2238,1.6496
51.1908,1.7755
51.1645,1.8803
51.1379,1.9863
51.1107,2.0934
51.0832,2.2015
51.0575,2.3017
51.0296,2.4105
51.002,2.5171
50.974,2.6258
50.9459,2.7335
50.9181,2.8389
50.891,2.9423
50.862,3.0521
50.8328,3.1625
50.8045,3.2683
50.7756,3.3764
50.7476,3.4802
50.7183,3.5884
50.6893,3.6953
50.6606,3.8003
50.6331,3.901
50.6043,4.0055
50.5748,4.1118
50.5456,4.2169
50.5169,4.3196
50.4875,4.4247
50.4589,4.5263
50.4296,4.6298
50.3989,4.7378
50.3692,4.8418
50.3405,4.9417
50.3102,5.0471
50.2813,5.1474
50.2504,5.2538
50.2217,5.3519
50.1919,5.4539
50.1623,5.5543
50.1315,5.6589
50.1025,5.7563
50.0719,5.859
50.0427,5.957
50.0112,6.0614
49.9799,6.1654
49.9505,6.2626
49.9183,6.3682
49.8869,6.4713
49.8576,6.5671
49.8267,6.6673
49.7944,6.7714
49.7645,6.8684
49.7329,6.9696
49.702,7.068
49.672,7.1638
49.6395,7.2666
49.6082,7.3656
49.5765,7.4651
49.5449,7.5641
49.5147,7.6584
49.4831,7.7566
49.452,7.8529
49.4209,7.9488
49.3894,8.0453
49.3575,8.1431
49.3321,8.2183
49.28,8.3503
49.2429,8.4429
49.2062,8.5329
49.1687,8.6249
49.1306,8.7179
49.0955,8.8044
49.0604,8.8918
49.0256,8.9797
48.9903,9.0704
48.9441,9.1997
48.9103,9.2944
48.8763,9.3874
48.8426,9.4798
48.8086,9.573
48.7739,9.6676
48.739,9.7619
48.704,9.8567
48.669,9.951
48.6339,10.0452
48.599,10.1381
48.5635,10.2325
48.5288,10.3247
48.4956,10.4128
48.4601,10.506
48.4248,10.5986
48.3903,10.6893
48.3545,10.7824
48.3193,10.8737
48.2837,10.966
48.249,11.0556
48.2129,11.1484
48.1788,11.2358
48.1405,11.3337
48.1052,11.4235
48.0695,11.5139
48.0355,11.6001
48.0004,11.6885
47.9626,11.783
47.9274,11.8713
47.8912,11.9619
47.8552,12.0512
47.8188,12.1413
47.7815,12.2336
47.7584,12.2863
47.7292,12.3462
47.6881,12.4304
47.6495,12.5117
47.6083,12.5991
47.5683,12.6837
47.5271,12.7703
47.4872,12.8541
47.4467,12.9391
47.4068,13.0222
47.3663,13.1066
47.3272,13.1879
47.2871,13.2707
47.2467,13.354
47.2079,13.4337
47.166,13.5197
47.1264,13.6006
47.0853,13.6842
47.0462,13.7637
47.0048,13.8475
46.9645,13.9288
46.9221,14.0143
46.8827,14.0935
46.8428,14.1733
46.7989,14.2609
46.7584,14.3417
46.7326,14.3974
46.6956,14.4844
46.6593,14.5679
46.6212,14.6533
46.5815,14.7417
46.5459,14.8212
46.5063,14.9089
46.4707,14.9878
46.4334,15.0698
46.3953,15.1534
46.3571,15.2373
46.318,15.3225
46.2811,15.4028
46.2414,15.4892
46.2042,15.5727
46.1704,15.6624
46.1373,15.7499
46.1018,15.8402
46.0666,15.9286
46.0314,16.017
45.9968,16.1035
45.9615,16.1914
45.9269,16.2775
45.8916,16.365
45.855,16.4555
45.8195,16.5427
45.7848,16.6278
45.7481,16.7176
45.7131,16.8033
45.678,16.8885
45.6416,16.9766
45.6053,17.0646
45.5697,17.1501
45.533,17.2383
45.4971,17.3242
45.4616,17.4089
45.4244,17.4975
45.3871,17.5858
45.3513,17.6706
45.3186,17.7478
45.2781,17.8426
45.2396,17.9329
45.2039,18.0166
45.1672,18.1018
45.1297,18.1891
45.0894,18.2821
45.0533,18.3657
45.0163,18.4503
44.9806,18.5323
44.9426,18.6194
44.9019,18.7119
44.8636,18.799
44.8265,18.8828
44.7895,18.9667
44.7518,19.0515
44.7148,19.1347
44.6779,19.2172
44.6403,19.301
44.6043,19.3813
44.5665,19.465
44.529,19.5481
44.4908,19.6322
44.4545,19.7122
44.4165,19.7955
44.3793,19.877
44.342,19.9583
44.3041,20.0405
44.2662,20.1225
44.2294,20.2025
44.1919,20.2834
44.1542,20.3646
44.1161,20.4461
44.079,20.5253
44.0384,20.6121
44.0004,20.693
43.9629,20.7724
43.9244,20.8538
43.8873,20.9318
43.8497,21.0112
43.81,21.0942
43.7734,21.1709
43.7358,21.2493
43.6974,21.3291
43.6593,21.4084
43.6209,21.4877
43.5731,21.5862
43.535,21.6647
43.4964,21.7439
43.4576,21.8232
43.4196,21.9007
43.381,21.9792
43.343,22.0563
43.3044,22.1345
43.2636,22.2168
43.2254,22.2937
43.1868,22.3711
43.1471,22.4505
43.1085,22.5279
43.0705,22.608
43.0516,22.6558
43.032,22.7138
43.0176,22.7709
43.012,22.821
43.0124,22.9522
43.0114,23.0471
43.0108,23.1422
43.0105,23.2314
43.01,23.3273
43.0095,23.421
43.0088,23.5234
43.0081,23.6168
43.0073,23.711
43.0064,23.8106
43.0055,23.8978
43.0045,23.9945
43.0034,24.0888
43.0022,24.1833
43.0009,24.2793
42.9996,24.3728
42.9982,24.468
42.9967,24.5606
42.9951,24.6552
42.9935,24.7505
42.9917,24.8444
42.9899,24.9396
42.9881,25.0327
42.9861,25.1295
42.9841,25.223
42.9819,25.3193
42.9797,25.4133
42.9774,25.5076
42.9751,25.6034
42.9726,25.6977
42.9701,25.7932
42.9675,25.8874
42.9648,25.9816
42.962,26.0799
42.9592,26.1712
42.9563,26.2663
42.9533,26.362
42.9502,26.4577
42.947,26.553
42.9438,26.648
42.9405,26.7427
42.9371,26.8373
42.9337,26.9302
42.9302,27.024
42.9265,27.121
42.9228,27.2146
42.9192,27.3051
42.9151,27.4074
42.9112,27.5001
42.9072,27.5949
42.9031,27.6901
42.8989,27.7841
42.8948,27.8777
42.8905,27.9705
42.8861,28.0652
42.8817,28.1586
42.877,28.2558
42.8725,28.3472
42.8677,28.4417
42.863,28.5359
42.8581,28.63
42.8533,28.722
42.8483,28.8159
42.8432,28.9103
42.8381,29.004
42.8328,29.0982
42.8277,29.1881
42.8223,29.2831
42.8169,29.3746
42.8114,29.4678
42.8058,29.562
42.8002,29.6548
42.7943,29.7503
42.7881,29.8492
42.7825,29.9388
42.7765,30.032
42.7704,30.1263
42.7642,30.2208
42.758,30.3132
42.7514,30.4111
42.7452,30.5021
42.7364,30.5932
42.7197,30.6851
42.6997,30.7742
42.679,30.87
42.6594,30.9597
42.6393,31.0513
42.6196,31.1402
42.5997,31.2296
42.5797,31.3193
42.5596,31.4093
42.5393,31.4989
42.5191,31.5885
42.499,31.6772
42.4783,31.7679
42.4533,31.8773
